affy_hg_u133_plus_2	ensembl_gene_id	hgnc_symbol	entrezgene	uniprot_swissprot_accession	chromosome_name	start_position	end_position	band
200665_s_at	ENSG00000113140	SPARC	6678	P09486	5	151040657	151066726	q33.1
200666_s_at	ENSG00000132002	DNAJB1	3337	P25685	19	14625582	14640049	p13.12
200667_at	ENSG00000109332	UBE2D3	7323	P61077	4	103715540	103790053	q24
200668_s_at	ENSG00000109332	UBE2D3	7323	P61077	4	103715540	103790053	q24
200669_s_at	ENSG00000109332	UBE2D3	7323	P61077	4	103715540	103790053	q24
200669_s_at	ENSG00000109332	UBE2D3	7323		4	103715540	103790053	q24
200671_s_at	ENSG00000115306	SPTBN1	6711	Q01082	2	54683422	54896812	p16.2
200671_s_at	ENSG00000115306	SPTBN1	6711		2	54683422	54896812	p16.2
200672_x_at	ENSG00000115306	SPTBN1	6711	Q01082	2	54683422	54896812	p16.2
200673_at	ENSG00000068697	LAPTM4A	9741	Q15012	2	20232411	20251789	p24.1
200674_s_at	ENSG00000144713	RPL32	6161	P62910	3	12875984	12883087	p25.2
200674_s_at	ENSG00000144713	RPL32	6161		3	12875984	12883087	p25.2
200675_at	ENSG00000110651	CD81	975	P60033	11	2397407	2418627	p15.5
200675_at	ENSG00000110651	CD81	975		11	2397407	2418627	p15.5
200676_s_at	ENSG00000185651	UBE2L3	7332	P68036	22	21903736	21978323	q11.21
200677_at	ENSG00000183255	PTTG1IP	754		21	46269500	46293752	q22.3
200677_at	ENSG00000183255	PTTG1IP	754	P53801	21	46269500	46293752	q22.3
200678_x_at	ENSG00000030582	GRN	2896	P28799	17	42422491	42430470	q21.31
200678_x_at	ENSG00000030582	GRN	2896		17	42422491	42430470	q21.31
200679_x_at	ENSG00000189403	HMGB1	3146	P09429	13	31032884	31191734	q12.3
200679_x_at	ENSG00000189403	HMGB1	3146		13	31032884	31191734	q12.3
200680_x_at	ENSG00000189403	HMGB1	3146	P09429	13	31032884	31191734	q12.3
200680_x_at	ENSG00000189403	HMGB1	3146		13	31032884	31191734	q12.3
200681_at	ENSG00000124767	GLO1	2739	Q04760	6	38643719	38670917	p21.2
200682_s_at	ENSG00000185651	UBE2L3	7332	P68036	22	21903736	21978323	q11.21
200682_s_at	ENSG00000185651	UBE2L3	7332		22	21903736	21978323	q11.21
200683_s_at	ENSG00000185651	UBE2L3	7332	P68036	22	21903736	21978323	q11.21
200683_s_at	ENSG00000185651	UBE2L3	7332		22	21903736	21978323	q11.21
200684_s_at	ENSG00000185651	UBE2L3	7332	P68036	22	21903736	21978323	q11.21
200685_at	ENSG00000116754	SRSF11	9295	Q05519	1	70671365	70718735	p31.1
200685_at	ENSG00000116754	SRSF11	9295		1	70671365	70718735	p31.1
200686_s_at	ENSG00000116754	SRSF11	9295		1	70671365	70718735	p31.1
200686_s_at	ENSG00000116754	SRSF11	9295	Q05519	1	70671365	70718735	p31.1
200687_s_at	ENSG00000189091	SF3B3	23450	Q15393	16	70557691	70608820	q22.1
200687_s_at	ENSG00000189091	SF3B3	23450		16	70557691	70608820	q22.1
200688_at	ENSG00000189091	SF3B3	23450	Q15393	16	70557691	70608820	q22.1
200690_at	ENSG00000113013	HSPA9	3313	P38646	5	137890571	137911133	q31.2
200690_at	ENSG00000113013	HSPA9	3313		5	137890571	137911133	q31.2
200691_s_at	ENSG00000113013	HSPA9	3313	P38646	5	137890571	137911133	q31.2
200691_s_at	ENSG00000113013	HSPA9	3313		5	137890571	137911133	q31.2
200692_s_at	ENSG00000113013	HSPA9	3313	P38646	5	137890571	137911133	q31.2
200692_s_at	ENSG00000113013	HSPA9	3313		5	137890571	137911133	q31.2
200693_at	ENSG00000134308	YWHAQ	10971	P27348	2	9724101	9771143	p25.1
200693_at	ENSG00000134308	YWHAQ	10971		2	9724101	9771143	p25.1
200694_s_at	ENSG00000089737	DDX24	57062	Q9GZR7	14	94517269	94547558	q32.12
200694_s_at	ENSG00000089737	DDX24	57062		14	94517269	94547558	q32.12
200695_at	ENSG00000105568	PPP2R1A	5518		19	52693274	52730687	q13.41
200695_at	ENSG00000105568	PPP2R1A	5518	P30153	19	52693274	52730687	q13.41
200696_s_at	ENSG00000148180	GSN	2934		9	123970075	124095121	q33.2
200696_s_at	ENSG00000148180	GSN	2934	P06396	9	123970075	124095121	q33.2
200697_at	ENSG00000156515	HK1	3098	P19367	10	71029740	71161638	q22.1
200697_at	ENSG00000156515	HK1	3098		10	71029740	71161638	q22.1
200698_at	ENSG00000136240	KDELR2	11014	P33947	7	6485584	6523873	p22.1
200699_at	ENSG00000136240	KDELR2	11014	P33947	7	6485584	6523873	p22.1
200700_s_at	ENSG00000136240	KDELR2	11014	P33947	7	6485584	6523873	p22.1
200700_s_at	ENSG00000136240	KDELR2	11014		7	6485584	6523873	p22.1
200701_at	ENSG00000119655	NPC2	10577		14	74942895	74960084	q24.3
200701_at	ENSG00000119655	NPC2	10577	P61916	14	74942895	74960084	q24.3
200702_s_at	ENSG00000089737	DDX24	57062	Q9GZR7	14	94517269	94547558	q32.12
200702_s_at	ENSG00000089737	DDX24	57062		14	94517269	94547558	q32.12
200703_at	ENSG00000088986	DYNLL1	8655	P63167	12	120907653	120936296	q24.31
200703_at	ENSG00000088986	DYNLL1	8655		12	120907653	120936296	q24.31
200704_at	ENSG00000189067	LITAF	9516		16	11641582	11680806	p13.13
200704_at	ENSG00000189067	LITAF	9516	Q99732	16	11641582	11680806	p13.13
200705_s_at	ENSG00000114942	EEF1B2	1933	P24534	2	207024309	207027652	q33.3
200705_s_at	ENSG00000114942	EEF1B2	1933		2	207024309	207027652	q33.3
200706_s_at	ENSG00000189067	LITAF	9516		16	11641582	11680806	p13.13
200706_s_at	ENSG00000189067	LITAF	9516	Q99732	16	11641582	11680806	p13.13
200707_at	ENSG00000130175	PRKCSH	5589	P14314	19	11546269	11561783	p13.2
200707_at	ENSG00000130175	PRKCSH	5589		19	11546269	11561783	p13.2
200708_at	ENSG00000125166	GOT2	2806	P00505	16	58741035	58768239	q21
200710_at	ENSG00000072778	ACADVL	37	P49748	17	7120444	7128587	p13.1
200710_at	ENSG00000072778	ACADVL	37		17	7120444	7128587	p13.1
200711_s_at	ENSG00000113558	SKP1	6500	P63208	5	133492082	133561762	q31.1
200711_s_at	ENSG00000113558	SKP1	6500		5	133492082	133561762	q31.1
200712_s_at	ENSG00000101367	MAPRE1	22919	Q15691	20	31407699	31438211	q11.21
200713_s_at	ENSG00000101367	MAPRE1	22919	Q15691	20	31407699	31438211	q11.21
200714_x_at	ENSG00000135506	OS9	10956	Q13438	12	58087738	58115340	q13.3
200714_x_at	ENSG00000135506	OS9	10956		12	58087738	58115340	q13.3
200715_x_at	ENSG00000142541	RPL13A	23521	P40429	19	49990811	49995565	q13.33
200715_x_at	ENSG00000142541	RPL13A	23521		19	49990811	49995565	q13.33
200716_x_at	ENSG00000142541	RPL13A	23521	P40429	19	49990811	49995565	q13.33
200717_x_at	ENSG00000147604	RPL7	6129		8	74202506	74208024	q21.11
200717_x_at	ENSG00000147604	RPL7	6129	P18124	8	74202506	74208024	q21.11
200718_s_at	ENSG00000113558	SKP1	6500	P63208	5	133492082	133561762	q31.1
200718_s_at	ENSG00000113558	SKP1	6500		5	133492082	133561762	q31.1
200719_at	ENSG00000113558	SKP1	6500	P63208	5	133492082	133561762	q31.1
200719_at	ENSG00000113558	SKP1	6500		5	133492082	133561762	q31.1
200720_s_at	ENSG00000138107	ACTR1A	10121	P61163	10	104238986	104262482	q24.32
200720_s_at	ENSG00000138107	ACTR1A	10121		10	104238986	104262482	q24.32
200721_s_at	ENSG00000138107	ACTR1A	10121	P61163	10	104238986	104262482	q24.32
200722_s_at	ENSG00000135387	CAPRIN1	4076	Q14444	11	34073230	34122703	p13
200722_s_at	ENSG00000135387	CAPRIN1	4076		11	34073230	34122703	p13
200723_s_at	ENSG00000135387	CAPRIN1	4076	Q14444	11	34073230	34122703	p13
200723_s_at	ENSG00000135387	CAPRIN1	4076		11	34073230	34122703	p13
200724_at	ENSG00000147403	RPL10	6134	P27635	X	153618315	153637504	q28
200725_x_at	ENSG00000147403	RPL10	6134	P27635	X	153618315	153637504	q28
200725_x_at	ENSG00000147403	RPL10	6134		X	153618315	153637504	q28
200726_at	ENSG00000186298	PPP1CC	5501	P36873	12	111157485	111180744	q24.11
200726_at	ENSG00000186298	PPP1CC	5501		12	111157485	111180744	q24.11
200727_s_at	ENSG00000138071	ACTR2	10097	P61160	2	65454887	65498387	p14
200727_s_at	ENSG00000138071	ACTR2	10097		2	65454887	65498387	p14
200728_at	ENSG00000138071	ACTR2	10097	P61160	2	65454887	65498387	p14
200728_at	ENSG00000138071	ACTR2	10097		2	65454887	65498387	p14
200729_s_at	ENSG00000138071	ACTR2	10097	P61160	2	65454887	65498387	p14
200729_s_at	ENSG00000138071	ACTR2	10097		2	65454887	65498387	p14
200730_s_at	ENSG00000112245	PTP4A1	7803	Q93096	6	64231666	64293492	q12
200730_s_at	ENSG00000112245	PTP4A1	7803		6	64231666	64293492	q12
200731_s_at	ENSG00000112245	PTP4A1	7803	Q93096	6	64231666	64293492	q12
200731_s_at	ENSG00000112245	PTP4A1	7803		6	64231666	64293492	q12
200732_s_at	ENSG00000112245	PTP4A1	7803	Q93096	6	64231666	64293492	q12
200732_s_at	ENSG00000112245	PTP4A1	7803		6	64231666	64293492	q12
200733_s_at	ENSG00000112245	PTP4A1	7803	Q93096	6	64231666	64293492	q12
200733_s_at	ENSG00000112245	PTP4A1	7803		6	64231666	64293492	q12
200735_x_at	ENSG00000196531	NACA	4666		12	57106212	57125412	q13.3
200735_x_at	ENSG00000196531	NACA	4666	Q9BZK3	12	57106212	57125412	q13.3
200735_x_at	ENSG00000196531	NACA	4666	Q13765	12	57106212	57125412	q13.3
200735_x_at	ENSG00000196531	NACA	4666	Q9H009	12	57106212	57125412	q13.3
200736_s_at	ENSG00000233276	GPX1	NA	P07203	3	49394609	49396033	p21.31
200736_s_at	ENSG00000233276	GPX1	NA		3	49394609	49396033	p21.31
200737_at	ENSG00000102144	PGK1	5230	P00558	X	77320685	77384793	q21.1
200737_at	ENSG00000102144	PGK1	5230		X	77320685	77384793	q21.1
200738_s_at	ENSG00000102144	PGK1	5230	P00558	X	77320685	77384793	q21.1
200738_s_at	ENSG00000102144	PGK1	5230		X	77320685	77384793	q21.1
200739_s_at	ENSG00000184900	SUMO3	6612		21	46191374	46238694	q22.3
200739_s_at	ENSG00000184900	SUMO3	6612	P55854	21	46191374	46238694	q22.3
200740_s_at	ENSG00000184900	SUMO3	6612		21	46191374	46238694	q22.3
200740_s_at	ENSG00000184900	SUMO3	6612	P55854	21	46191374	46238694	q22.3
200741_s_at	ENSG00000177954	RPS27	6232	P42677	1	153963235	153964626	q21.3
200741_s_at	ENSG00000177954	RPS27	6232		1	153963235	153964626	q21.3
200742_s_at	ENSG00000166340	TPP1	1200	O14773	11	6634000	6640692	p15.4
200742_s_at	ENSG00000166340	TPP1	1200		11	6634000	6640692	p15.4
200744_s_at	ENSG00000078369	GNB1	2782	P62873	1	1716725	1822502	p36.33
200744_s_at	ENSG00000078369	GNB1	2782		1	1716725	1822502	p36.33
200745_s_at	ENSG00000078369	GNB1	2782	P62873	1	1716725	1822502	p36.33
200745_s_at	ENSG00000078369	GNB1	2782		1	1716725	1822502	p36.33
200746_s_at	ENSG00000078369	GNB1	2782	P62873	1	1716725	1822502	p36.33
200747_s_at	ENSG00000137497	NUMA1	4926		11	71713910	71791739	q13.4
200747_s_at	ENSG00000137497	NUMA1	4926	Q14980	11	71713910	71791739	q13.4
200748_s_at	ENSG00000167996	FTH1	2495	P02794	11	61727190	61735132	q12.3
200748_s_at	ENSG00000167996	FTH1	2495		11	61727190	61735132	q12.3
200749_at	ENSG00000132341	RAN	5901		12	131356424	131362223	q24.33
200749_at	ENSG00000132341	RAN	5901	P62826	12	131356424	131362223	q24.33
200750_s_at	ENSG00000132341	RAN	5901		12	131356424	131362223	q24.33
200750_s_at	ENSG00000132341	RAN	5901	P62826	12	131356424	131362223	q24.33
200751_s_at	ENSG00000092199	HNRNPC	3183	P07910	14	21677295	21737638	q11.2
200751_s_at	ENSG00000092199	HNRNPC	3183		14	21677295	21737638	q11.2
200752_s_at	ENSG00000014216	CAPN1	823		11	64948037	64979477	q13.1
200752_s_at	ENSG00000014216	CAPN1	823	P07384	11	64948037	64979477	q13.1
200753_x_at	ENSG00000161547	SRSF2	6427		17	74730201	74733493	q25.1
200753_x_at	ENSG00000161547	SRSF2	6427	Q01130	17	74730201	74733493	q25.1
200754_x_at	ENSG00000161547	SRSF2	6427		17	74730201	74733493	q25.1
200754_x_at	ENSG00000161547	SRSF2	6427	Q01130	17	74730201	74733493	q25.1
200755_s_at	ENSG00000128595	CALU	813	O43852	7	128379346	128411861	q32.1
200755_s_at	ENSG00000128595	CALU	813		7	128379346	128411861	q32.1
200756_x_at	ENSG00000128595	CALU	813	O43852	7	128379346	128411861	q32.1
200756_x_at	ENSG00000128595	CALU	813		7	128379346	128411861	q32.1
200757_s_at	ENSG00000128595	CALU	813	O43852	7	128379346	128411861	q32.1
200757_s_at	ENSG00000128595	CALU	813		7	128379346	128411861	q32.1
200758_s_at	ENSG00000082641	NFE2L1	4779	Q14494	17	46125686	46138906	q21.32
200758_s_at	ENSG00000082641	NFE2L1	4779		17	46125686	46138906	q21.32
200759_x_at	ENSG00000082641	NFE2L1	4779	Q14494	17	46125686	46138906	q21.32
200759_x_at	ENSG00000082641	NFE2L1	4779		17	46125686	46138906	q21.32
200760_s_at	ENSG00000144746	ARL6IP5	10550	O75915	3	69134095	69155217	p14.1
200760_s_at	ENSG00000144746	ARL6IP5	10550		3	69134095	69155217	p14.1
200761_s_at	ENSG00000144746	ARL6IP5	10550	O75915	3	69134095	69155217	p14.1
200761_s_at	ENSG00000144746	ARL6IP5	10550		3	69134095	69155217	p14.1
200762_at	ENSG00000092964	DPYSL2	1808		8	26371547	26515694	p21.2
200762_at	ENSG00000092964	DPYSL2	1808	Q16555	8	26371547	26515694	p21.2
200764_s_at	ENSG00000044115	CTNNA1	1495		5	137946656	138270723	q31.2
200764_s_at	ENSG00000044115	CTNNA1	1495	P35221	5	137946656	138270723	q31.2
200765_x_at	ENSG00000044115	CTNNA1	1495		5	137946656	138270723	q31.2
200765_x_at	ENSG00000044115	CTNNA1	1495	P35221	5	137946656	138270723	q31.2
200766_at	ENSG00000117984	CTSD	1509	P07339	11	1773982	1785222	p15.5
200766_at	ENSG00000117984	CTSD	1509		11	1773982	1785222	p15.5
200767_s_at	ENSG00000048828	FAM120A	23196	Q9NZB2	9	96214173	96328397	q22.31
200767_s_at	ENSG00000048828	FAM120A	23196		9	96214173	96328397	q22.31
200768_s_at	ENSG00000168906	MAT2A	4144	P31153	2	85766288	85772403	p11.2
200768_s_at	ENSG00000168906	MAT2A	4144		2	85766288	85772403	p11.2
200769_s_at	ENSG00000168906	MAT2A	4144	P31153	2	85766288	85772403	p11.2
200769_s_at	ENSG00000168906	MAT2A	4144		2	85766288	85772403	p11.2
200770_s_at	ENSG00000135862	LAMC1	3915	P11047	1	182992597	183114727	q25.3
200771_at	ENSG00000135862	LAMC1	3915	P11047	1	182992597	183114727	q25.3
200772_x_at	ENSG00000187514	PTMA	5757		2	232571605	232578251	q37.1
200772_x_at	ENSG00000187514	PTMA	728026		2	232571605	232578251	q37.1
200772_x_at	ENSG00000187514	PTMA	100506248		2	232571605	232578251	q37.1
200772_x_at	ENSG00000187514	PTMA	5757	P06454	2	232571605	232578251	q37.1
200772_x_at	ENSG00000187514	PTMA	728026	P06454	2	232571605	232578251	q37.1
200772_x_at	ENSG00000187514	PTMA	100506248	P06454	2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	5757		2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	728026		2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	100506248		2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	5757	P06454	2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	728026	P06454	2	232571605	232578251	q37.1
200773_x_at	ENSG00000187514	PTMA	100506248	P06454	2	232571605	232578251	q37.1
200774_at	ENSG00000048828	FAM120A	23196	Q9NZB2	9	96214173	96328397	q22.31
200774_at	ENSG00000048828	FAM120A	23196		9	96214173	96328397	q22.31
200775_s_at	ENSG00000165119	HNRNPK	3190		9	86582998	86595569	q21.32
200775_s_at	ENSG00000165119	HNRNPK	3190	P61978	9	86582998	86595569	q21.32
200776_s_at	ENSG00000082153	BZW1	9689	Q7L1Q6	2	201675317	201688569	q33.1
200776_s_at	ENSG00000082153	BZW1	9689		2	201675317	201688569	q33.1
200777_s_at	ENSG00000082153	BZW1	9689	Q7L1Q6	2	201675317	201688569	q33.1
200778_s_at	ENSG00000168385	SEPT2	4735	Q15019	2	242254515	242293442	q37.3
200778_s_at	ENSG00000168385	SEPT2	4735		2	242254515	242293442	q37.3
200779_at	ENSG00000128272	ATF4	468	P18848	22	39915700	39918691	q13.1
200780_x_at	ENSG00000087460	GNAS	2778	O95467	20	57414773	57486247	q13.32
200780_x_at	ENSG00000087460	GNAS	2778	Q5JWF2	20	57414773	57486247	q13.32
200780_x_at	ENSG00000087460	GNAS	2778		20	57414773	57486247	q13.32
200780_x_at	ENSG00000087460	GNAS	2778	P63092	20	57414773	57486247	q13.32
200781_s_at	ENSG00000134419	RPS15A	6210	P62244	16	18792617	18801656	p12.3
200782_at	ENSG00000164111	ANXA5	308	P08758	4	122589110	122618268	q27
200782_at	ENSG00000164111	ANXA5	308		4	122589110	122618268	q27
200783_s_at	ENSG00000117632	STMN1	3925	P16949	1	26210672	26233482	p36.11
200784_s_at	ENSG00000123384	LRP1	4035	Q07954	12	57522282	57607123	q13.3
200785_s_at	ENSG00000123384	LRP1	4035	Q07954	12	57522282	57607123	q13.3
200786_at	ENSG00000136930	PSMB7	5695	Q99436	9	127115745	127177723	q33.3
200787_s_at	ENSG00000162734	PEA15	8682	Q15121	1	160175127	160185166	q23.2
200787_s_at	ENSG00000162734	PEA15	8682		1	160175127	160185166	q23.2
200788_s_at	ENSG00000162734	PEA15	8682	Q15121	1	160175127	160185166	q23.2
200790_at	ENSG00000115758	ODC1	4953	P11926	2	10580094	10588630	p25.1
200790_at	ENSG00000115758	ODC1	4953		2	10580094	10588630	p25.1
200791_s_at	ENSG00000140575	IQGAP1	8826	P46940	15	90931450	91045475	q26.1
200792_at	ENSG00000196419	XRCC6	2547	P12956	22	42017123	42060044	q13.2
200792_at	ENSG00000196419	XRCC6	2547		22	42017123	42060044	q13.2
200793_s_at	ENSG00000100412	ACO2	50	Q99798	22	41865117	41924993	q13.2
200793_s_at	ENSG00000100412	ACO2	50		22	41865117	41924993	q13.2
200794_x_at	ENSG00000183283	DAZAP2	9802	Q15038	12	51632076	51640501	q13.13
200794_x_at	ENSG00000183283	DAZAP2	9802		12	51632076	51640501	q13.13
200795_at	ENSG00000152583	SPARCL1	8404	Q14515	4	88394487	88452213	q22.1
200795_at	ENSG00000152583	SPARCL1	8404		4	88394487	88452213	q22.1
200796_s_at	ENSG00000143384	MCL1	4170	Q07820	1	150547032	150552073	q21.3
200796_s_at	ENSG00000143384	MCL1	4170		1	150547032	150552073	q21.3
200797_s_at	ENSG00000143384	MCL1	4170	Q07820	1	150547032	150552073	q21.3
200798_x_at	ENSG00000143384	MCL1	4170	Q07820	1	150547032	150552073	q21.3
200799_at	ENSG00000204389	HSPA1A	3303		6	31783291	31785723	p21.33
200799_at	ENSG00000204389	HSPA1A	3304		6	31783291	31785723	p21.33
200799_at	ENSG00000204389	HSPA1A	3303	P08107	6	31783291	31785723	p21.33
200799_at	ENSG00000204389	HSPA1A	3304	P08107	6	31783291	31785723	p21.33
200801_x_at	ENSG00000075624	ACTB	60	P60709	7	5566782	5603415	p22.1
200801_x_at	ENSG00000075624	ACTB	60		7	5566782	5603415	p22.1
200802_at	ENSG00000031698	SARS	6301	P49591	1	109756540	109780791	p13.3
200802_at	ENSG00000031698	SARS	6301		1	109756540	109780791	p13.3
200803_s_at	ENSG00000139644	TMBIM6	7009		12	50101508	50158717	q13.12
200803_s_at	ENSG00000139644	TMBIM6	7009	P55061	12	50101508	50158717	q13.12
200804_at	ENSG00000139644	TMBIM6	7009		12	50101508	50158717	q13.12
200804_at	ENSG00000139644	TMBIM6	7009	P55061	12	50101508	50158717	q13.12
200805_at	ENSG00000169223	LMAN2	10960	Q12907	5	176758563	176778853	q35.3
200805_at	ENSG00000169223	LMAN2	10960		5	176758563	176778853	q35.3
200806_s_at	ENSG00000144381	HSPD1	3329	P10809	2	198351305	198381461	q33.1
200806_s_at	ENSG00000144381	HSPD1	3329		2	198351305	198381461	q33.1
200807_s_at	ENSG00000144381	HSPD1	3329	P10809	2	198351305	198381461	q33.1
200808_s_at	ENSG00000159840	ZYX	7791	Q15942	7	143078173	143088204	q34
200808_s_at	ENSG00000159840	ZYX	7791		7	143078173	143088204	q34
200809_x_at	ENSG00000197958	RPL12	6136	P30050	9	130209953	130213684	q33.3
200809_x_at	ENSG00000197958	RPL12	6136		9	130209953	130213684	q33.3
200810_s_at	ENSG00000099622	CIRBP	1153	Q14011	19	1269267	1274806	p13.3
200810_s_at	ENSG00000099622	CIRBP	1153		19	1269267	1274806	p13.3
200811_at	ENSG00000099622	CIRBP	1153	Q14011	19	1269267	1274806	p13.3
200811_at	ENSG00000099622	CIRBP	1153		19	1269267	1274806	p13.3
200812_at	ENSG00000135624	CCT7	10574	Q99832	2	73460548	73480149	p13.2
200812_at	ENSG00000135624	CCT7	10574		2	73460548	73480149	p13.2
200813_s_at	ENSG00000007168	PAFAH1B1	5048	P43034	17	2496923	2588909	p13.3
200814_at	ENSG00000092010	PSME1	5720	Q06323	14	24605367	24608176	q12
200814_at	ENSG00000092010	PSME1	5720		14	24605367	24608176	q12
200815_s_at	ENSG00000007168	PAFAH1B1	5048	P43034	17	2496923	2588909	p13.3
200815_s_at	ENSG00000007168	PAFAH1B1	5048		17	2496923	2588909	p13.3
200816_s_at	ENSG00000007168	PAFAH1B1	5048	P43034	17	2496923	2588909	p13.3
200817_x_at	ENSG00000124614	RPS10	6204	P46783	6	34385231	34393902	p21.31
200817_x_at	ENSG00000124614	RPS10	6204		6	34385231	34393902	p21.31
200819_s_at	ENSG00000115268	RPS15	6209	P62841	19	1438363	1440492	p13.3
200820_at	ENSG00000099341	PSMD8	5714	P48556	19	38865176	38874464	q13.2
200821_at	ENSG00000005893	LAMP2	3920		X	119561682	119603220	q24
200822_x_at	ENSG00000111669	TPI1	7167	P60174	12	6976283	6980112	p13.31
200822_x_at	ENSG00000111669	TPI1	7167		12	6976283	6980112	p13.31
200823_x_at	ENSG00000162244	RPL29	6159	P47914	3	52027644	52029958	p21.2
200823_x_at	ENSG00000162244	RPL29	100510735	P47914	3	52027644	52029958	p21.2
200823_x_at	ENSG00000162244	RPL29	6159		3	52027644	52029958	p21.2
200823_x_at	ENSG00000162244	RPL29	100510735		3	52027644	52029958	p21.2
200824_at	ENSG00000084207	GSTP1	2950	P09211	11	67351066	67354131	q13.2
200825_s_at	ENSG00000149428	HYOU1	10525	Q9Y4L1	11	118914899	118927940	q23.3
200825_s_at	ENSG00000149428	HYOU1	10525		11	118914899	118927940	q23.3
200826_at	ENSG00000125743	SNRPD2	6633	P62316	19	46190713	46195443	q13.32
200827_at	ENSG00000083444	PLOD1	5351	Q02809	1	11994262	12035599	p36.22
200827_at	ENSG00000083444	PLOD1	5351		1	11994262	12035599	p36.22
200828_s_at	ENSG00000010244	ZNF207	7756		17	30677150	30714780	q11.2
200828_s_at	ENSG00000010244	ZNF207	7756	O43670	17	30677150	30714780	q11.2
200829_x_at	ENSG00000010244	ZNF207	7756		17	30677150	30714780	q11.2
200830_at	ENSG00000175166	PSMD2	5708	Q13200	3	184016497	184026842	q27.1
200830_at	ENSG00000175166	PSMD2	5708		3	184016497	184026842	q27.1
200831_s_at	ENSG00000099194	SCD	6319	O00767	10	102106877	102124591	q24.31
200832_s_at	ENSG00000099194	SCD	6319	O00767	10	102106877	102124591	q24.31
200833_s_at	ENSG00000127314	RAP1B	5908	P61224	12	69004619	69054372	q15
200833_s_at	ENSG00000127314	RAP1B	100508643	P61224	12	69004619	69054372	q15
200833_s_at	ENSG00000127314	RAP1B	100510068	P61224	12	69004619	69054372	q15
200833_s_at	ENSG00000127314	RAP1B	5908		12	69004619	69054372	q15
200833_s_at	ENSG00000127314	RAP1B	100508643		12	69004619	69054372	q15
200833_s_at	ENSG00000127314	RAP1B	100510068		12	69004619	69054372	q15
200834_s_at	ENSG00000171858	RPS21	6227	P63220	20	60962105	60963576	q13.33
200834_s_at	ENSG00000171858	RPS21	100291837	P63220	20	60962105	60963576	q13.33
200834_s_at	ENSG00000171858	RPS21	6227		20	60962105	60963576	q13.33
200834_s_at	ENSG00000171858	RPS21	100291837		20	60962105	60963576	q13.33
200835_s_at	ENSG00000047849	MAP4	4134		3	47892182	48130769	p21.31
200835_s_at	ENSG00000047849	MAP4	4134	P27816	3	47892182	48130769	p21.31
200836_s_at	ENSG00000047849	MAP4	4134		3	47892182	48130769	p21.31
200836_s_at	ENSG00000047849	MAP4	4134	P27816	3	47892182	48130769	p21.31
